rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
0.42857142857142855,0.16595744680851063,0.23926380368098157,0.05555555555555555,0.021367521367521368,0.030864197530864196,0.18681318681318682,0.07234042553191489,0.10429447852760736
0.4492753623188406,0.30392156862745096,0.3625730994152046,0.1386861313868613,0.09359605911330049,0.11176470588235295,0.30434782608695654,0.20588235294117646,0.2456140350877193
0.5294117647058824,0.35856573705179284,0.4275534441805226,0.17159763313609466,0.116,0.13842482100238662,0.21764705882352942,0.14741035856573706,0.17577197149643706
0.4956521739130435,0.23651452282157676,0.32022471910112354,0.11403508771929824,0.05416666666666667,0.07344632768361582,0.22608695652173913,0.1078838174273859,0.1460674157303371
0.3961038961038961,0.1930379746835443,0.2595744680851064,0.0196078431372549,0.009523809523809525,0.012820512820512822,0.16233766233766234,0.07911392405063292,0.10638297872340426
0.5284552845528455,0.24074074074074073,0.3307888040712468,0.13934426229508196,0.06319702602230483,0.08695652173913043,0.21951219512195122,0.1,0.13740458015267176
0.5611510791366906,0.27956989247311825,0.37320574162679426,0.15942028985507245,0.07913669064748201,0.10576923076923075,0.2589928057553957,0.12903225806451613,0.1722488038277512
0.43636363636363634,0.17454545454545456,0.24935064935064938,0.05504587155963303,0.021897810218978103,0.03133159268929504,0.21818181818181817,0.08727272727272728,0.12467532467532469
0.6475409836065574,0.2316715542521994,0.3412526997840173,0.15702479338842976,0.05588235294117647,0.0824295010845987,0.30327868852459017,0.10850439882697947,0.1598272138228942
0.6190476190476191,0.18950437317784258,0.2901785714285715,0.1346153846153846,0.04093567251461988,0.06278026905829595,0.3142857142857143,0.09620991253644315,0.14732142857142858
0.41911764705882354,0.4014084507042254,0.4100719424460432,0.15555555555555556,0.14893617021276595,0.15217391304347824,0.25,0.23943661971830985,0.24460431654676257
0.5514705882352942,0.30864197530864196,0.39577836411609496,0.21481481481481482,0.11983471074380166,0.15384615384615385,0.2647058823529412,0.14814814814814814,0.18997361477572558
0.36065573770491804,0.12222222222222222,0.1825726141078838,0.016666666666666666,0.00558659217877095,0.008368200836820083,0.22950819672131148,0.07777777777777778,0.1161825726141079
0.6391752577319587,0.37349397590361444,0.4714828897338403,0.3125,0.18181818181818182,0.2298850574712644,0.4742268041237113,0.27710843373493976,0.34980988593155893
0.4789915966386555,0.2384937238493724,0.3184357541899442,0.07627118644067797,0.037815126050420166,0.050561797752808994,0.24369747899159663,0.12133891213389121,0.16201117318435754
0.4426229508196721,0.32142857142857145,0.3724137931034483,0.14049586776859505,0.10179640718562874,0.11805555555555557,0.22131147540983606,0.16071428571428573,0.18620689655172415
0.48201438848920863,0.43506493506493504,0.45733788395904434,0.18115942028985507,0.16339869281045752,0.1718213058419244,0.22302158273381295,0.2012987012987013,0.21160409556313994
0.3951612903225806,0.3081761006289308,0.34628975265017664,0.056910569105691054,0.04430379746835443,0.04982206405693951,0.1935483870967742,0.1509433962264151,0.16961130742049468
0.5629139072847682,0.4644808743169399,0.5089820359281437,0.23333333333333334,0.19230769230769232,0.2108433734939759,0.2781456953642384,0.22950819672131148,0.2514970059880239
0.7108433734939759,0.271889400921659,0.39333333333333326,0.2926829268292683,0.1111111111111111,0.1610738255033557,0.3614457831325301,0.1382488479262673,0.2
0.28484848484848485,0.21171171171171171,0.24289405684754523,0.03048780487804878,0.02262443438914027,0.025974025974025972,0.14545454545454545,0.10810810810810811,0.12403100775193798
0.5258620689655172,0.23921568627450981,0.3288409703504043,0.11304347826086956,0.051181102362204724,0.07046070460704607,0.25862068965517243,0.11764705882352941,0.16172506738544476
0.38953488372093026,0.34183673469387754,0.3641304347826087,0.06432748538011696,0.05641025641025641,0.06010928961748634,0.18023255813953487,0.15816326530612246,0.16847826086956522
0.5757575757575758,0.26855123674911663,0.3662650602409639,0.1297709923664122,0.06028368794326241,0.08232445520581114,0.25757575757575757,0.12014134275618374,0.163855421686747
0.5431034482758621,0.23773584905660378,0.33070866141732286,0.14782608695652175,0.06439393939393939,0.08970976253298153,0.3017241379310345,0.1320754716981132,0.1837270341207349
0.5581395348837209,0.21621621621621623,0.3116883116883117,0.1411764705882353,0.05429864253393665,0.0784313725490196,0.29069767441860467,0.11261261261261261,0.16233766233766234
0.6016260162601627,0.2379421221864952,0.34101382488479265,0.1721311475409836,0.06774193548387097,0.09722222222222224,0.2926829268292683,0.1157556270096463,0.16589861751152074
0.6593406593406593,0.22900763358778625,0.33994334277620397,0.16666666666666666,0.05747126436781609,0.08547008547008546,0.31868131868131866,0.11068702290076336,0.1643059490084986
0.4236111111111111,0.31443298969072164,0.36094674556213013,0.0979020979020979,0.07253886010362694,0.08333333333333333,0.1736111111111111,0.12886597938144329,0.14792899408284022
0.5072463768115942,0.3684210526315789,0.4268292682926829,0.12408759124087591,0.08994708994708994,0.10429447852760736,0.2318840579710145,0.16842105263157894,0.1951219512195122
0.6050955414012739,0.2334152334152334,0.33687943262411346,0.1858974358974359,0.07142857142857142,0.10320284697508898,0.29936305732484075,0.11547911547911548,0.16666666666666666
0.6133333333333333,0.20353982300884957,0.30564784053156147,0.20270270270270271,0.06666666666666667,0.10033444816053512,0.3333333333333333,0.11061946902654868,0.16611295681063123
0.6391752577319587,0.328042328042328,0.43356643356643354,0.3020833333333333,0.15425531914893617,0.20422535211267606,0.31958762886597936,0.164021164021164,0.21678321678321677
0.5185185185185185,0.3888888888888889,0.4444444444444444,0.19626168224299065,0.14685314685314685,0.168,0.2777777777777778,0.20833333333333334,0.2380952380952381
0.4782608695652174,0.38372093023255816,0.4258064516129032,0.1386861313868613,0.1111111111111111,0.12337662337662338,0.2463768115942029,0.19767441860465115,0.21935483870967742
0.5763888888888888,0.3132075471698113,0.4058679706601467,0.16783216783216784,0.09090909090909091,0.11793611793611794,0.2569444444444444,0.13962264150943396,0.18092909535452323
0.4095238095238095,0.30935251798561153,0.3524590163934427,0.10576923076923077,0.07971014492753623,0.09090909090909091,0.18095238095238095,0.1366906474820144,0.1557377049180328
0.538860103626943,0.3649122807017544,0.4351464435146444,0.20833333333333334,0.14084507042253522,0.16806722689075632,0.26424870466321243,0.17894736842105263,0.2133891213389121
0.5642857142857143,0.44886363636363635,0.4999999999999999,0.17266187050359713,0.13714285714285715,0.15286624203821658,0.2642857142857143,0.21022727272727273,0.23417721518987342
0.4397163120567376,0.32124352331606215,0.3712574850299401,0.12857142857142856,0.09375,0.10843373493975904,0.18439716312056736,0.13471502590673576,0.15568862275449105
0.37254901960784315,0.2727272727272727,0.3149171270718232,0.05921052631578947,0.04326923076923077,0.049999999999999996,0.1503267973856209,0.11004784688995216,0.1270718232044199
0.5407407407407407,0.30416666666666664,0.38933333333333325,0.1044776119402985,0.058577405857740586,0.07506702412868632,0.26666666666666666,0.15,0.19200000000000003
0.5135135135135135,0.35185185185185186,0.4175824175824176,0.17687074829931973,0.12093023255813953,0.143646408839779,0.2702702702702703,0.18518518518518517,0.2197802197802198
0.37037037037037035,0.5,0.425531914893617,0.07906976744186046,0.1069182389937107,0.0909090909090909,0.16203703703703703,0.21875,0.18617021276595747
0.5393258426966292,0.3870967741935484,0.4507042253521127,0.19318181818181818,0.13821138211382114,0.1611374407582938,0.25842696629213485,0.18548387096774194,0.215962441314554
0.6826923076923077,0.3317757009345794,0.4465408805031446,0.32038834951456313,0.15492957746478872,0.20886075949367092,0.38461538461538464,0.18691588785046728,0.25157232704402516
0.52,0.3385416666666667,0.41009463722397477,0.11290322580645161,0.07329842931937172,0.0888888888888889,0.224,0.14583333333333334,0.17665615141955837
0.5407407407407407,0.44785276073619634,0.4899328859060403,0.14925373134328357,0.12345679012345678,0.13513513513513511,0.2814814814814815,0.2331288343558282,0.2550335570469799
0.5714285714285714,0.27722772277227725,0.37333333333333335,0.26804123711340205,0.12935323383084577,0.174496644295302,0.3673469387755102,0.1782178217821782,0.24000000000000002
0.6578947368421053,0.39267015706806285,0.49180327868852464,0.3008849557522124,0.17894736842105263,0.22442244224422445,0.34210526315789475,0.20418848167539266,0.25573770491803277
0.5508474576271186,0.31100478468899523,0.39755351681957185,0.17094017094017094,0.09615384615384616,0.12307692307692307,0.2711864406779661,0.15311004784688995,0.1957186544342508
0.28703703703703703,0.34065934065934067,0.3115577889447236,0.06542056074766354,0.07777777777777778,0.07106598984771573,0.16666666666666666,0.1978021978021978,0.1809045226130653
0.37735849056603776,0.242914979757085,0.29556650246305416,0.06329113924050633,0.04065040650406504,0.04950495049504951,0.16981132075471697,0.10931174089068826,0.1330049261083744
0.4444444444444444,0.37209302325581395,0.40506329113924044,0.1048951048951049,0.08771929824561403,0.09554140127388534,0.1736111111111111,0.14534883720930233,0.15822784810126583
0.5405405405405406,0.28708133971291866,0.375,0.12727272727272726,0.0673076923076923,0.0880503144654088,0.26126126126126126,0.13875598086124402,0.18125
0.7142857142857143,0.31746031746031744,0.43956043956043955,0.34234234234234234,0.15139442231075698,0.20994475138121546,0.3482142857142857,0.15476190476190477,0.2142857142857143
0.6293103448275862,0.27238805970149255,0.3802083333333333,0.17391304347826086,0.0749063670411985,0.10471204188481675,0.29310344827586204,0.12686567164179105,0.17708333333333334
0.47244094488188976,0.3157894736842105,0.37854889589905366,0.10317460317460317,0.06878306878306878,0.08253968253968254,0.2283464566929134,0.15263157894736842,0.1829652996845426
0.48466257668711654,0.34649122807017546,0.4040920716112532,0.1419753086419753,0.1013215859030837,0.11825192802056556,0.25153374233128833,0.17982456140350878,0.20971867007672634
0.6146788990825688,0.2648221343873518,0.3701657458563536,0.17592592592592593,0.07539682539682539,0.10555555555555556,0.29357798165137616,0.12648221343873517,0.17679558011049723
0.54,0.20689655172413793,0.2991689750692521,0.1111111111111111,0.04230769230769231,0.06128133704735375,0.31,0.11877394636015326,0.17174515235457063
0.5566037735849056,0.25877192982456143,0.3532934131736527,0.2,0.09251101321585903,0.12650602409638553,0.25471698113207547,0.11842105263157894,0.16167664670658682
0.5729166666666666,0.2,0.2964959568733153,0.15789473684210525,0.05474452554744526,0.0813008130081301,0.3125,0.10909090909090909,0.16172506738544473
0.44324324324324327,0.5189873417721519,0.478134110787172,0.16304347826086957,0.1910828025477707,0.17595307917888564,0.25405405405405407,0.2974683544303797,0.27405247813411077
0.6029411764705882,0.296028880866426,0.397094430992736,0.08888888888888889,0.043478260869565216,0.05839416058394161,0.25735294117647056,0.1263537906137184,0.16949152542372878
0.6048387096774194,0.30120481927710846,0.40214477211796246,0.21951219512195122,0.10887096774193548,0.14555256064690028,0.3064516129032258,0.15261044176706828,0.2037533512064343
0.40384615384615385,0.3298429319371728,0.3631123919308358,0.05806451612903226,0.04736842105263158,0.052173913043478265,0.16666666666666666,0.13612565445026178,0.14985590778097982
0.6923076923076923,0.32286995515695066,0.44036697247706413,0.2621359223300971,0.12162162162162163,0.16615384615384615,0.3942307692307692,0.18385650224215247,0.25076452599388377
0.5333333333333333,0.30434782608695654,0.38754325259515576,0.23076923076923078,0.13114754098360656,0.1672473867595819,0.34285714285714286,0.1956521739130435,0.24913494809688586
0.43537414965986393,0.3516483516483517,0.3890577507598784,0.10273972602739725,0.08287292817679558,0.09174311926605505,0.19047619047619047,0.15384615384615385,0.1702127659574468
0.594059405940594,0.22304832713754646,0.32432432432432434,0.18,0.06716417910447761,0.09782608695652174,0.36633663366336633,0.137546468401487,0.2
0.5290322580645161,0.19759036144578312,0.28771929824561404,0.1038961038961039,0.03864734299516908,0.05633802816901408,0.22580645161290322,0.08433734939759036,0.12280701754385964
0.3958333333333333,0.475,0.43181818181818177,0.16783216783216784,0.20168067226890757,0.183206106870229,0.22916666666666666,0.275,0.25
0.5934959349593496,0.28627450980392155,0.3862433862433862,0.21311475409836064,0.10236220472440945,0.1382978723404255,0.3089430894308943,0.14901960784313725,0.20105820105820105
0.3202247191011236,0.3958333333333333,0.35403726708074534,0.096045197740113,0.11888111888111888,0.10625,0.23595505617977527,0.2916666666666667,0.2608695652173913
0.5213675213675214,0.2675438596491228,0.35362318840579715,0.1896551724137931,0.09691629955947137,0.12827988338192417,0.2905982905982906,0.14912280701754385,0.19710144927536233
0.2962962962962963,0.2898550724637681,0.29304029304029305,0.05970149253731343,0.058394160583941604,0.05904059040590406,0.15555555555555556,0.15217391304347827,0.15384615384615385
0.46788990825688076,0.17770034843205576,0.25757575757575757,0.12037037037037036,0.045454545454545456,0.06598984771573604,0.27522935779816515,0.10452961672473868,0.15151515151515152
0.576271186440678,0.27755102040816326,0.37465564738292007,0.18803418803418803,0.09016393442622951,0.1218836565096953,0.2033898305084746,0.09795918367346938,0.13223140495867766
0.6776315789473685,0.3759124087591241,0.483568075117371,0.2781456953642384,0.15384615384615385,0.1981132075471698,0.375,0.20802919708029197,0.2676056338028169
0.7043478260869566,0.30111524163568776,0.421875,0.2543859649122807,0.10820895522388059,0.15183246073298431,0.34782608695652173,0.14869888475836432,0.20833333333333331
0.48484848484848486,0.16216216216216217,0.24303797468354432,0.09183673469387756,0.030508474576271188,0.04580152671755726,0.23232323232323232,0.0777027027027027,0.11645569620253164
0.5161290322580645,0.2206896551724138,0.30917874396135264,0.10569105691056911,0.04498269896193772,0.06310679611650485,0.21774193548387097,0.09310344827586207,0.13043478260869568
