,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
0,0.497907949790795,0.41754385964912283,0.4541984732824428,0.14285714285714285,0.11971830985915492,0.13026819923371646,0.2217573221757322,0.18596491228070175,0.20229007633587787
1,0.583941605839416,0.29850746268656714,0.3950617283950617,0.16911764705882354,0.08614232209737828,0.11414392059553351,0.30656934306569344,0.15671641791044777,0.2074074074074074
2,0.3855421686746988,0.4155844155844156,0.4,0.1148036253776435,0.1237785016286645,0.11912225705329155,0.1566265060240964,0.16883116883116883,0.1625
3,0.5238095238095238,0.37577639751552794,0.4376130198915009,0.12608695652173912,0.09034267912772585,0.10526315789473684,0.19480519480519481,0.13975155279503104,0.162748643761302
4,0.625,0.3056768558951965,0.4105571847507331,0.17117117117117117,0.08333333333333333,0.11209439528023597,0.26785714285714285,0.13100436681222707,0.1759530791788856
5,0.36,0.48214285714285715,0.4122137404580153,0.12751677852348994,0.17117117117117117,0.14615384615384616,0.25333333333333335,0.3392857142857143,0.29007633587786263
6,0.3700440528634361,0.336,0.3522012578616352,0.07964601769911504,0.07228915662650602,0.07578947368421053,0.13215859030837004,0.12,0.12578616352201258
7,0.46846846846846846,0.40310077519379844,0.43333333333333335,0.12217194570135746,0.10505836575875487,0.11297071129707113,0.1891891891891892,0.16279069767441862,0.17500000000000002
8,0.5033557046979866,0.35545023696682465,0.4166666666666667,0.0945945945945946,0.06666666666666667,0.0782122905027933,0.2214765100671141,0.15639810426540285,0.18333333333333335
9,0.5581395348837209,0.36548223350253806,0.4417177914110429,0.1171875,0.07653061224489796,0.0925925925925926,0.23255813953488372,0.15228426395939088,0.18404907975460125
10,0.3305439330543933,0.512987012987013,0.4020356234096692,0.09663865546218488,0.1503267973856209,0.1176470588235294,0.16736401673640167,0.2597402597402597,0.2035623409669211
11,0.5460992907801419,0.29615384615384616,0.38403990024937656,0.18571428571428572,0.10038610038610038,0.13032581453634084,0.2624113475177305,0.1423076923076923,0.18453865336658354
12,0.4739583333333333,0.38235294117647056,0.4232558139534883,0.09424083769633508,0.0759493670886076,0.08411214953271029,0.17708333333333334,0.14285714285714285,0.15813953488372096
13,0.3670886075949367,0.3118279569892473,0.3372093023255814,0.05732484076433121,0.04864864864864865,0.052631578947368425,0.1518987341772152,0.12903225806451613,0.13953488372093023
14,0.45454545454545453,0.4336734693877551,0.44386422976501305,0.11290322580645161,0.1076923076923077,0.11023622047244093,0.20320855614973263,0.19387755102040816,0.1984334203655352
15,0.6589147286821705,0.2901023890784983,0.4028436018957346,0.1484375,0.06506849315068493,0.09047619047619047,0.3023255813953488,0.13310580204778158,0.18483412322274884
16,0.6511627906976745,0.32061068702290074,0.4296675191815857,0.21875,0.10727969348659004,0.14395886889460155,0.2868217054263566,0.14122137404580154,0.1892583120204604
17,0.35502958579881655,0.2553191489361702,0.297029702970297,0.047619047619047616,0.03418803418803419,0.03980099502487563,0.14792899408284024,0.10638297872340426,0.12376237623762378
18,0.4595959595959596,0.44607843137254904,0.45273631840796025,0.09137055837563451,0.08866995073891626,0.09,0.25252525252525254,0.24509803921568626,0.24875621890547264
19,0.6456692913385826,0.32669322709163345,0.4338624338624339,0.25396825396825395,0.128,0.1702127659574468,0.25984251968503935,0.13147410358565736,0.1746031746031746
20,0.4034090909090909,0.2946058091286307,0.3405275779376499,0.07428571428571429,0.05416666666666667,0.06265060240963856,0.16477272727272727,0.12033195020746888,0.13908872901678657
21,0.33548387096774196,0.16455696202531644,0.2208067940552017,0.032467532467532464,0.015873015873015872,0.02132196162046908,0.14193548387096774,0.06962025316455696,0.09341825902335456
22,0.47844827586206895,0.4111111111111111,0.4422310756972111,0.1341991341991342,0.11524163568773234,0.124,0.1896551724137931,0.16296296296296298,0.1752988047808765
23,0.4806201550387597,0.2222222222222222,0.30392156862745096,0.140625,0.06474820143884892,0.08866995073891627,0.29457364341085274,0.13620071684587814,0.18627450980392157
24,0.38181818181818183,0.3054545454545455,0.33939393939393947,0.0410958904109589,0.032846715328467155,0.036511156186612576,0.1590909090909091,0.12727272727272726,0.1414141414141414
25,0.6392405063291139,0.2961876832844575,0.40480961923847697,0.17197452229299362,0.07941176470588235,0.10865191146881285,0.25316455696202533,0.11730205278592376,0.16032064128256515
26,0.5402298850574713,0.4110787172011662,0.4668874172185431,0.12307692307692308,0.0935672514619883,0.10631229235880399,0.210727969348659,0.16034985422740525,0.1821192052980133
27,0.38922155688622756,0.45774647887323944,0.42071197411003236,0.0963855421686747,0.11347517730496454,0.10423452768729642,0.19161676646706588,0.22535211267605634,0.20711974110032366
28,0.521505376344086,0.3991769547325103,0.4522144522144522,0.1891891891891892,0.1446280991735537,0.16393442622950818,0.24731182795698925,0.18930041152263374,0.21445221445221443
29,0.29411764705882354,0.1388888888888889,0.18867924528301885,0.0,0.0,0.0,0.17647058823529413,0.08333333333333333,0.11320754716981131
30,0.42162162162162165,0.46987951807228917,0.4444444444444445,0.15760869565217392,0.17575757575757575,0.166189111747851,0.21621621621621623,0.24096385542168675,0.22792022792022792
31,0.4577777777777778,0.4309623430962343,0.4439655172413793,0.06696428571428571,0.06302521008403361,0.06493506493506493,0.19111111111111112,0.1799163179916318,0.18534482758620693
32,0.34759358288770054,0.3869047619047619,0.36619718309859156,0.11290322580645161,0.12574850299401197,0.11898016997167138,0.16042780748663102,0.17857142857142858,0.16901408450704225
33,0.5932203389830508,0.45454545454545453,0.5147058823529411,0.21367521367521367,0.16339869281045752,0.18518518518518517,0.3050847457627119,0.23376623376623376,0.2647058823529411
