rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,rougeS_precision,rougeS_recall,rougeS_fmeasure
0.497907949790795,0.41754385964912283,0.4541984732824428,0.14285714285714285,0.11971830985915492,0.13026819923371646,0.2217573221757322,0.18596491228070175,0.20229007633587787,0.09594882729211088,0.08166969147005444,0.08823529411764706
0.583941605839416,0.29850746268656714,0.3950617283950617,0.16911764705882354,0.08614232209737828,0.11414392059553351,0.30656934306569344,0.15671641791044777,0.2074074074074074,0.11152416356877323,0.05758157389635317,0.07594936708860758
0.3855421686746988,0.4155844155844156,0.4,0.1148036253776435,0.1237785016286645,0.11912225705329155,0.1566265060240964,0.16883116883116883,0.1625,0.05055292259083728,0.05378151260504202,0.05211726384364821
0.5238095238095238,0.37577639751552794,0.4376130198915009,0.12608695652173912,0.09034267912772585,0.10526315789473684,0.19480519480519481,0.13975155279503104,0.162748643761302,0.0706401766004415,0.0512,0.05936920222634509
0.625,0.3056768558951965,0.4105571847507331,0.17117117117117117,0.08333333333333333,0.11209439528023597,0.26785714285714285,0.13100436681222707,0.1759530791788856,0.08372093023255814,0.04100227790432802,0.055045871559633024
0.36,0.48214285714285715,0.4122137404580153,0.12751677852348994,0.17117117117117117,0.14615384615384616,0.25333333333333335,0.3392857142857143,0.29007633587786263,0.07317073170731707,0.0967741935483871,0.08333333333333333
0.3700440528634361,0.336,0.3522012578616352,0.07964601769911504,0.07228915662650602,0.07578947368421053,0.13215859030837004,0.12,0.12578616352201258,0.036281179138321996,0.033402922755741124,0.03478260869565217
0.46846846846846846,0.40310077519379844,0.43333333333333335,0.12217194570135746,0.10505836575875487,0.11297071129707113,0.1891891891891892,0.16279069767441862,0.17500000000000002,0.05200945626477541,0.04462474645030426,0.048034934497816595
0.5033557046979866,0.35545023696682465,0.4166666666666667,0.0945945945945946,0.06666666666666667,0.0782122905027933,0.2214765100671141,0.15639810426540285,0.18333333333333335,0.04912280701754386,0.0340632603406326,0.040229885057471264
0.5581395348837209,0.36548223350253806,0.4417177914110429,0.1171875,0.07653061224489796,0.0925925925925926,0.23255813953488372,0.15228426395939088,0.18404907975460125,0.07346938775510205,0.047244094488188976,0.05750798722044728
0.3305439330543933,0.512987012987013,0.4020356234096692,0.09663865546218488,0.1503267973856209,0.1176470588235294,0.16736401673640167,0.2597402597402597,0.2035623409669211,0.06941431670281996,0.10996563573883161,0.0851063829787234
0.5460992907801419,0.29615384615384616,0.38403990024937656,0.18571428571428572,0.10038610038610038,0.13032581453634084,0.2624113475177305,0.1423076923076923,0.18453865336658354,0.11636363636363636,0.06517311608961303,0.08355091383812009
0.4739583333333333,0.38235294117647056,0.4232558139534883,0.09424083769633508,0.0759493670886076,0.08411214953271029,0.17708333333333334,0.14285714285714285,0.15813953488372096,0.0681198910081744,0.05353319057815846,0.05995203836930456
0.3670886075949367,0.3118279569892473,0.3372093023255814,0.05732484076433121,0.04864864864864865,0.052631578947368425,0.1518987341772152,0.12903225806451613,0.13953488372093023,0.022364217252396165,0.019390581717451522,0.02077151335311573
0.45454545454545453,0.4336734693877551,0.44386422976501305,0.11290322580645161,0.1076923076923077,0.11023622047244093,0.20320855614973263,0.19387755102040816,0.1984334203655352,0.0664819944598338,0.06266318537859007,0.06451612903225805
0.6589147286821705,0.2901023890784983,0.4028436018957346,0.1484375,0.06506849315068493,0.09047619047619047,0.3023255813953488,0.13310580204778158,0.18483412322274884,0.0796812749003984,0.035398230088495575,0.049019607843137254
0.6511627906976745,0.32061068702290074,0.4296675191815857,0.21875,0.10727969348659004,0.14395886889460155,0.2868217054263566,0.14122137404580154,0.1892583120204604,0.09876543209876543,0.048484848484848485,0.06504065040650407
