rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,rougeS_precision,rougeS_recall,rougeS_fmeasure
0.6736111111111112,0.34035087719298246,0.4522144522144522,0.23776223776223776,0.11971830985915492,0.15925058548009366,0.3402777777777778,0.17192982456140352,0.22843822843822845,0.16725978647686832,0.0852994555353902,0.11298076923076922
0.7204301075268817,0.25,0.37119113573407203,0.2608695652173913,0.0898876404494382,0.13370473537604458,0.41935483870967744,0.1455223880597015,0.21606648199445985,0.19889502762430938,0.0690978886756238,0.10256410256410257
0.43448275862068964,0.20454545454545456,0.2781456953642384,0.0763888888888889,0.035830618892508145,0.04878048780487805,0.22758620689655173,0.10714285714285714,0.1456953642384106,0.02491103202846975,0.011764705882352941,0.015981735159817347
0.532608695652174,0.15217391304347827,0.23671497584541065,0.06593406593406594,0.018691588785046728,0.029126213592233004,0.25,0.07142857142857142,0.11111111111111112,0.04046242774566474,0.0112,0.017543859649122806
0.6666666666666666,0.25327510917030566,0.36708860759493667,0.19767441860465115,0.07456140350877193,0.10828025477707007,0.2988505747126437,0.11353711790393013,0.16455696202531647,0.09580838323353294,0.03644646924829157,0.052805280528052806
0.47368421052631576,0.32142857142857145,0.3829787234042553,0.18666666666666668,0.12612612612612611,0.15053763440860213,0.2631578947368421,0.17857142857142858,0.2127659574468085,0.10638297872340426,0.06912442396313365,0.08379888268156424
0.48214285714285715,0.216,0.2983425414364641,0.08108108108108109,0.03614457831325301,0.05,0.22321428571428573,0.1,0.13812154696132597,0.0410958904109589,0.018789144050104383,0.025787965616045842
0.5247524752475248,0.2054263565891473,0.29526462395543174,0.17,0.06614785992217899,0.09523809523809523,0.297029702970297,0.11627906976744186,0.16713091922005574,0.0582010582010582,0.02231237322515213,0.03225806451612903
0.4186046511627907,0.2559241706161137,0.3176470588235294,0.078125,0.047619047619047616,0.05917159763313609,0.2248062015503876,0.13744075829383887,0.17058823529411762,0.04149377593360996,0.024330900243309004,0.03067484662576687
0.6153846153846154,0.28426395939086296,0.3888888888888889,0.17777777777777778,0.08163265306122448,0.11188811188811187,0.3076923076923077,0.14213197969543148,0.19444444444444445,0.08284023668639054,0.03674540682414698,0.05090909090909091
0.5217391304347826,0.38961038961038963,0.44609665427509293,0.18421052631578946,0.13725490196078433,0.15730337078651688,0.30434782608695654,0.22727272727272727,0.26022304832713755,0.12903225806451613,0.09621993127147767,0.11023622047244096
0.6222222222222222,0.2153846153846154,0.32,0.1348314606741573,0.04633204633204633,0.06896551724137931,0.2777777777777778,0.09615384615384616,0.14285714285714288,0.05142857142857143,0.018329938900203666,0.02702702702702703
0.6826923076923077,0.29831932773109243,0.4152046783625731,0.20388349514563106,0.08860759493670886,0.12352941176470587,0.25961538461538464,0.1134453781512605,0.15789473684210528,0.13432835820895522,0.057815845824411134,0.08083832335329341
0.4838709677419355,0.16129032258064516,0.24193548387096772,0.08196721311475409,0.02702702702702703,0.04065040650406504,0.2903225806451613,0.0967741935483871,0.14516129032258066,0.049586776859504134,0.01662049861495845,0.024896265560165973
0.44339622641509435,0.23979591836734693,0.31125827814569534,0.06666666666666667,0.035897435897435895,0.04666666666666667,0.2169811320754717,0.11734693877551021,0.152317880794702,0.029850746268656716,0.015665796344647518,0.02054794520547945
0.759493670886076,0.20477815699658702,0.32258064516129037,0.2564102564102564,0.0684931506849315,0.1081081081081081,0.379746835443038,0.10238907849829351,0.16129032258064518,0.16556291390728478,0.04424778761061947,0.06983240223463687
0.7142857142857143,0.22900763358778625,0.3468208092485549,0.27710843373493976,0.08812260536398467,0.13372093023255813,0.36904761904761907,0.1183206106870229,0.17919075144508673,0.14906832298136646,0.048484848484848485,0.07317073170731707
